_c0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,plot
1525,tt0071908,A Jungle Book of Regulations,Nie ma rózy bez ognia,1974,\N,91,1091.0,True,"  The A Jungle Book of Regulations is a 1974 documentary film that follows the story of a group of people living in the Amazon rainforest. The film focuses on the struggles they face as they attempt to survive in the harsh environment and how they must abide by the regulations set by their tribal leaders. The film follows their journey as they try to find food, shelter, and safety while also trying to maintain their traditional way of life. Along the way, they encounter various obstacles such as dangerous animals, extreme weather conditions, and even hostile tribes. As they battle against these challenges, they must also learn to respect and follow the regulations set by"
1526,tt0071956,Writtén Ớff,Otpisani,1974,\N,88,1214.0,True,"  The Written Off is a 1974 drama film directed by Robert Altman. It follows the story of a young man, John, who is struggling to make ends meet and find his place in the world. He takes a job as a janitor at an old theater, where he meets an elderly woman named Mrs. O'Hara. She tells him stories of her past and encourages him to pursue his dreams. As John begins to explore his potential, he discovers that Mrs. O'Hara has been writing off her debts by forging checks from the theater's accounts. When John confronts her about it, she reveals that she has"
1529,tt0072245,TNT Jackson,TNT Jackson,1974,\N,72,1181.0,False,"  TNT Jackson is a 1974 action-packed martial arts film starring the legendary martial artist and actress, Jeanne Bell. The movie follows the story of TNT Jackson, a young woman who travels to Hong Kong in search of her missing brother. Upon arriving in Hong Kong, she discovers that her brother has been kidnapped by a powerful crime syndicate. With the help of her martial arts skills and street smarts, TNT sets out to rescue her brother and take down the syndicate. Along the way, she faces off against numerous enemies and must use her wits and strength to survive. With each battle, TNT grows stronger and more determined"
1542,tt0072867,Sharon's Baby,I Don't Want to Be Born,1975,\N,95,1248.0,False,"  Sharon's Baby is a 1975 drama film about a young woman named Sharon who is pregnant and unmarried. She is faced with the difficult decision of whether to keep her baby or give it up for adoption. Sharon's family and friends are divided on the issue, with some supporting her decision to keep the baby and others urging her to give it up. As she struggles with her decision, Sharon must also deal with the social stigma of being an unwed mother in a small town. The film follows Sharon as she navigates through this difficult time in her life, ultimately coming to terms with her decision and finding strength in herself. Along"
1577,tt0073691,Tarzoon: Shame of the Jungle,"Tarzoon, la honte de la jungle",1975,\N,85,1224.0,False,"  Tarzoon: Shame of the Jungle is a 1975 animated comedy film directed by Picha and Boris Szulzinger. The film follows the adventures of Tarzoon, a jungle-dwelling ape-man, and his faithful sidekick Great Big Little Panther. Tarzoon and Panther are on a mission to save the jungle from the evil hunter, Bwana, who is intent on destroying it. Along the way they encounter various characters including an alluring female panther, a tribe of cannibals, and a giant snake. Tarzoon must use his wits and strength to outwit Bwana and"
1600,tt0074478,Émánúéllé in Bángkớk,,1976,\N,92,1045.0,False,"  The Émánúéllé in Bángkớk is a 1976 drama film directed by Jean-Jacques Beineix. It follows the story of a young French woman, Émánúéllé, who travels to Bangkok to find her missing brother. She meets a mysterious man named Jérôme who helps her search for her brother. Along the way, they discover a world of secrets and danger as they uncover the truth about her brother's disappearance. As they travel through Bangkok, they experience the city's vibrant culture and nightlife while also facing danger from criminals and corrupt officials"
1608,tt0074593,Grizzly,,1976,\N,91,4754.0,False,"  The Grizzly is a 1976 horror film about a 15-foot grizzly bear that terrorizes a small town in the Rocky Mountains. The bear has been killing livestock and people, and the townspeople are desperate to stop it. They hire an expert hunter, Tim, to track down and kill the bear. Tim soon discovers that the bear is actually a mother protecting her cubs, and he must find a way to save them without killing the bear. Meanwhile, the townspeople are becoming increasingly desperate as more people are killed by the grizzly. As Tim struggles to save both the cubs and the townspeople"
1649,tt0075788,"Bruce Lee, the Legend",,1984,\N,88,1092.0,True,"  The 1984 film Bruce Lee, The Legend tells the story of the life and career of martial arts master Bruce Lee. It begins with his childhood in Hong Kong, where he was born to a Chinese father and a German mother. He is shown to be a gifted martial artist from an early age, and soon begins teaching classes in the art of kung fu.  The film follows Bruce as he moves to America and begins to make a name for himself in the martial arts world. He stars in several films, including Enter the Dragon, which becomes an international success. His fame continues to grow as he travels around the world teaching"
1655,tt0075902,Man of Marble,,1977,\N,165,4238.0,True,"  The Man of Marble is a 1977 Polish film directed by Andrzej Wajda. It follows the story of a young journalist, Agnieszka, who is assigned to write a story about Mateusz Birkut, a bricklayer who was once celebrated as the ""Man of Marble"" for his work in the 1950s. As she investigates his past, she discovers that he was actually a victim of the oppressive communist regime and was eventually arrested and sent to prison. Agnieszka's investigation leads her to uncover the truth about Mateusz's fate and the injustices of the system."
1656,tt0075936,Desperate Living,,1977,\N,90,5265.0,True,"  Desperate Living is a 1977 dark comedy film directed by John Waters. The film follows the story of Peggy Gravel, a middle-aged housewife who is forced to flee her home after killing her abusive husband. Along with her maid, Grizelda, and her daughter, Baby, Peggy embarks on a journey to Mortville, an impoverished town ruled by the tyrannical Queen Carlotta. In Mortville, Peggy and her family must contend with the oppressive laws of the Queen and the dangerous criminals that inhabit the town. As they struggle to survive in their new environment, they find themselves caught up in a revolution against Queen"
1658,tt0075984,Emanuelle and the Last Cannibals,,1977,\N,94,2894.0,False,"  Emanuelle and the Last Cannibals is a 1977 Italian horror film directed by Joe D'Amato. The film follows Emanuelle, a journalist who travels to the Amazon jungle in search of her missing sister. Once there, she discovers a tribe of cannibals who are led by an evil shaman. Emanuelle must battle the cannibals and their leader in order to save her sister and escape with her life. Along the way, she encounters a variety of strange creatures and dangerous situations that test her courage and strength. In the end, Emanuelle must use all of her wits and courage to survive the ordeal"
1661,tt0076009,Exorcist II: The Heretic,Exorcist II: The Heretic,1977,\N,117,23979.0,False,"  The Exorcist II: The Heretic is a 1977 horror film directed by John Boorman. It follows the story of Father Lamont, a priest sent by the Vatican to investigate the mysterious death of Father Merrin four years prior. He discovers that the death was caused by a powerful demon, Pazuzu, who is still at large and wreaking havoc on the world. With the help of a young girl named Regan, who is possessed by Pazuzu, Father Lamont must battle against the forces of evil in order to save humanity from destruction. Along his journey, he discovers secrets about his own"
1662,tt0076085,A Special Day,,1977,\N,106,13388.0,True,"  A Special Day is a 1977 Italian drama film directed by Ettore Scola. Set in Rome in 1938, the film follows Antonietta (Sophia Loren) and Gabriele (Marcello Mastroianni), two strangers who meet by chance on the day of Adolf Hitler's visit to Italy. Antonietta is a lonely housewife, neglected by her husband and children, while Gabriele is a radio announcer who has been fired for his political views. As they spend the day together, they form an unlikely bond and discover that they have more in common than they initially thought. As their friendship"
1674,tt0076391,Miminớ,Mimino,1977,\N,95,5776.0,True,"  The Miminớ is a 1977 Nigerian drama film directed by Ola Balogun. It tells the story of a young man, Mọ́lá, who is sent to live with his uncle in the city after his father dies. He quickly learns that life in the city is not as easy as he thought it would be. He struggles to make ends meet and finds himself in trouble with the law. Meanwhile, his uncle's daughter, Ọmọ́lá, falls in love with him and they plan to get married. However, their plans are thwarted when M"
1678,tt0076649,The Beast in Heat,La bestia in calore,1977,\N,86,,False,"  The Beast in Heat is a 1977 Italian horror film directed by Luigi Batzella. It follows the story of a mad scientist, Dr. Kranz, who has created a monstrous creature from the remains of dead soldiers. The creature is kept in an underground laboratory and is fed human flesh to keep it alive. Dr. Kranz uses the creature to terrorize and rape women in the nearby village. When one of the victims escapes and tells her story, a group of villagers decide to take matters into their own hands and hunt down the beast. They soon discover that the beast is more powerful than they could have imagined and"
1683,tt0076740,Sorcerer,,1977,\N,121,20272.0,True,"  The Sorcerer is a 1977 American thriller film directed by William Friedkin. It follows the story of two French criminals, Francis and Albert, who are forced to flee to Morocco after a botched robbery. In order to escape their pursuers, they enlist the help of an enigmatic sorcerer named Kabir. With his help, they embark on a dangerous journey across the desert in search of a hidden treasure. Along the way, they must face numerous obstacles and confront their own inner demons. As they get closer to their goal, they realize that the sorcerer may be more than he appears and that his true intentions may be far more sinister than they"
1699,tt0077288,La Cage aux Folles,,\N,1978,97,10532.0,True,"  La Cage aux Folles is a classic French comedy about two men, Renato and Albin, who have been living together in a loving relationship for many years. They own and operate a drag club in the south of France. When Renato's son, Jean-Michel, announces his engagement to the daughter of a conservative politician, Renato and Albin must pretend to be a heterosexual couple in order to impress the future in-laws. The two men must put on an elaborate show of traditional family values while still maintaining their true identities. As they struggle to keep up appearances, they must also contend with the outrageous"
1715,tt0077707,The Hypothesis of the Stolen Painting,L'hypothèse du tableau volé,1978,\N,66,1082.0,True,"  The Hypothesis of the Stolen Painting is a 1978 mystery film that follows the story of a renowned art historian, Professor Johnathan Smith. After discovering a painting in an old Italian villa, Smith is convinced that it is a long-lost masterpiece by the famous artist Caravaggio. He sets out to prove his hypothesis and embarks on a thrilling journey to uncover the truth behind the painting's disappearance. Along the way, he meets an array of colorful characters who help him in his quest. As he gets closer to solving the mystery, Smith finds himself in danger as he uncovers secrets that powerful people would"
1723,tt0077904,The Manitou,The Manitou,1978,\N,104,2804.0,False,"  The Manitou is a 1978 horror film about a young woman named Karen Tandy who discovers a tumor on her neck. She visits a doctor who tells her the tumor is actually an ancient Native American spirit called the Manitou. The Manitou is an evil spirit that has been dormant for centuries and is now trying to take over Karen's body. With the help of a psychic, Karen learns that she must find a way to stop the Manitou before it takes over her body and destroys the world. She teams up with an old medicine man and his granddaughter to battle the Manitou and its minions. Together they must find a way"
1730,tt0078252,Snake in the Eagle's Shadow,,1978,\N,97,11419.0,True,"  The Snake in the Eagle's Shadow is a 1978 martial arts film directed by Yuen Woo-ping. It follows the story of Chien Fu, a young man who is constantly bullied and humiliated by his peers. After being saved from a beating by an old beggar, Chien Fu is taken to an old temple where he learns the art of Snake Fist Kung Fu. With his newfound skills, Chien Fu sets out to take revenge on those who have wronged him. Along the way, he meets Master Wu, an elderly master of Eagle Claw Kung Fu who takes him under his wing and teaches him the ways of Eagle"
1746,tt0078788,Ápớcálypsé Nớw,,1979,\N,147,636802.0,True,"  The Ápớcálypsé Nớw is a 1979 science fiction film directed by Francis Ford Coppola. The movie follows the story of a group of survivors in a post-apocalyptic world. The survivors are led by Martin Sheen's character, Captain Benjamin Willard, who is sent on a mission to find and terminate Colonel Walter Kurtz, played by Marlon Brando. Along the way, Willard and his team encounter various dangers and obstacles as they make their way through the jungle. They also come across a mysterious tribe of natives who worship Kurtz as a god."
1751,tt0078935,Cannibal Holocaust,Cannibal Holocaust,1980,\N,95,53698.0,False,"  Cannibal Holocaust is a 1980 Italian horror film directed by Ruggero Deodato. The film follows a documentary crew who travel to the Amazon rainforest to investigate reports of a primitive tribe of cannibals. After their disappearance, an anthropologist is sent to find them and bring back any footage they may have shot. Upon his return, he discovers that the footage is far more disturbing than he could have imagined. It shows the crew's brutal torture and murder at the hands of the cannibals, as well as their own descent into savagery and cannibalism. The film's graphic violence and disturbing imagery has"
1757,tt0079027,Thé Dárk,The Dark,\N,1979,92,1525.0,False,"  The Dark from \N is a horror movie about a group of friends who are on a camping trip in the woods. They soon discover that they are not alone and that something sinister lurks in the shadows. As they explore further, they come across an abandoned cabin and find out that it is inhabited by an evil entity known as \N. The group must now fight for their lives as \N begins to hunt them down one by one. With each passing minute, the tension builds as the group struggles to survive against this mysterious force. As they battle for their lives, secrets are revealed and friendships are tested as they try to"
1762,tt0079221,Hanky Panky,Golmaal,1979,\N,120,18804.0,True,"  Hanky Panky is a 1979 comedy film starring Gene Wilder and Gilda Radner. The story follows Michael Jordon, a shy architect who is hired to design a new building for the eccentric millionaire, Henry Harrison. Michael soon finds himself in the middle of a wild and wacky adventure when he discovers that Harrison is actually an international jewel thief. With the help of his new friend, the beautiful and mysterious Jenny, Michael must outwit Harrison and his gang of criminals in order to save the day. Along the way, they encounter plenty of hijinks and hilarity as they try to stay one step ahead of their pursu"
1770,tt0079576,More American Graffiti,,1979,\N,110,,False,"  More American Graffiti is a 1979 comedy-drama film directed by Bill L. Norton. It follows the lives of four friends from Modesto, California, in the summer of 1962. Terry ""The Toad"" Fields (Candy Clark) is a young woman who dreams of becoming a professional drag racer. Curt Henderson (Ron Howard) is an aspiring writer who has just graduated from high school and is trying to figure out what to do with his life. Steve Bolander (Paul Le Mat) is a college student who has just returned home for the summer and is trying to find his place in the world. John Milner"
1779,tt0079788,Zombie Holocaust,Zombi Holocaust,1980,\N,84,5319.0,False,"  The Zombie Holocaust is a 1980 horror film directed by Marino Girolami. It follows a group of scientists and adventurers who travel to a remote island in the South Pacific to investigate reports of strange occurrences. Once there, they discover that the island is overrun with zombies created by an ancient voodoo curse. The group must fight their way through hordes of undead creatures in order to find a way off the island and back to civilization. Along the way, they encounter a mad scientist who has been experimenting on the zombies and using them as his own personal army. The group must battle their way through the zombie hordes and find a way to"
1780,tt0079833,Lupin III: The Castle of Cagliostro,,1979,\N,100,29399.0,True,"  Lupin III: The Castle of Cagliostro follows the master thief Lupin III and his partner Jigen as they attempt to steal a large sum of money from a casino. After their successful heist, they discover that the money is counterfeit and trace it back to the mysterious Castle of Cagliostro. Upon arriving at the castle, Lupin and Jigen discover that it is ruled by Count Cagliostro, who is in possession of an ancient treasure. With the help of Fujiko Mine, Lupin and Jigen set out to find the treasure and save the princess Clarisse from"
1784,tt0079889,Sankarabharanam,,1980,\N,143,2117.0,True,"  Sankarabharanam is a 1980 Telugu musical drama film directed by K. Viswanath. The story follows the life of an orphaned boy, Sankara, who is adopted by a kind-hearted music teacher, Subbamma. Subbamma raises Sankara as her own son and teaches him classical music. As he grows up, Sankara becomes an accomplished musician and wins the admiration of many people in his village. However, his success also brings him into conflict with a powerful local landlord who wants to take control of the village's music school. In order to protect the"
1789,tt0080100,The Visitor,,1979,\N,108,3581.0,False,"  The Visitor is a 1979 science fiction horror film directed by Giulio Paradisi. It follows a mysterious alien visitor, played by John Huston, who arrives on Earth and begins to wreak havoc on the lives of those he encounters. The visitor has the ability to possess people and use them as his own personal army. He uses this power to take control of a small town in Texas and terrorize its inhabitants. As the visitor's power grows, so does his influence over the townspeople, leading to chaos and destruction. Meanwhile, a group of scientists attempt to find a way to stop him before it's too late"
1796,tt0080421,Battle Beyond the Stars,Battle Beyond the Stars,1980,\N,104,8828.0,False,"  The Battle Beyond the Stars is a 1980 science fiction film directed by Jimmy T. Murakami. The story follows a young farmer named Shad, who is tasked with saving his peaceful planet from the evil Sador and his armada of seven deadly space ships. To do this, Shad must enlist the help of seven mercenaries from across the galaxy to fight against Sador's forces. With the help of these warriors, Shad embarks on an epic journey to save his home world from destruction. Along the way, he learns valuable lessons about courage and friendship as he battles against overwhelming odds. In the end, Shad and his allies are"
1801,tt0080492,Can't Stop the Music,,1980,\N,124,4062.0,False,"  Can't Stop the Music is a 1980 musical comedy film starring The Village People and directed by Nancy Walker. The film follows Jack Morell, a struggling songwriter who is trying to make it big in the music industry. He meets Steve Waits, an aspiring singer, and they team up with the members of The Village People to form a new group. With the help of Jack's friend Samantha Simpson, they manage to get a record deal and become an overnight sensation. However, their newfound fame brings with it many challenges as they struggle to stay true to themselves while dealing with the pressures of fame. Along the way, they must"
1820,tt0081229,Night of the Demon,,1980,\N,92,1836.0,False,"  The Night of the Demon is a 1980 horror film about a group of college students who are terrorized by a mysterious creature. The students, led by their professor, Dr. Johnathan Price, are investigating reports of strange occurrences in the area. They soon discover that an ancient demon has been unleashed and is wreaking havoc on the town. As they try to uncover the truth behind the creature, they must battle against its supernatural powers and find a way to stop it before it destroys them all. Along the way, they uncover secrets about the demon's past and its connection to their own lives. In the end, they must face"
1826,tt0081400,Ráisé thé Titánic,Raise the Titanic,1980,\N,115,,False,"  The Ráisé thé Titánic is a 1980 British-American adventure film directed by Lewis Gilbert. The film follows the story of a group of scientists and engineers who are tasked with raising the sunken Titanic from the depths of the Atlantic Ocean. The team must battle against time, nature, and their own personal demons in order to complete their mission. Along the way, they discover secrets about the ship's sinking that could have far-reaching implications for the world. As they race against time to raise the ship, they must also contend with a powerful enemy who will stop at nothing to prevent them from succeeding. With"
1844,tt0082162,Chashme Buddoor,,1981,\N,145,2427.0,True,"  Chashme Buddoor is a 1981 Indian romantic comedy film directed by Sai Paranjpye. The story follows three college students, Omi, Jai and Siddharth, who are best friends and roommates. They are carefree and enjoy their lives to the fullest. One day, they meet a beautiful girl named Neha who has recently moved into the neighbourhood. All three of them fall in love with her but she only has eyes for Siddharth. Jealous of Siddharth's luck, Omi and Jai hatch a plan to break them up. They come up with various schemes to make Neha"
1845,tt0082183,La Chèvre,La chèvre,1981,\N,90,8746.0,True,"  La Chèvre (The Goat) is a 1981 French comedy film directed by Francis Veber. The film follows François Perrin, a bumbling private detective who is hired to investigate the disappearance of a rare and valuable coin. He soon finds himself in over his head as he is pursued by two rival gangs of criminals. Meanwhile, his client's daughter, Marie-Anne, has been kidnapped and held for ransom. With the help of his friend and colleague, François must find the coin and rescue Marie-Anne before it's too late. Along the way, he encounters a variety of colorful characters including an eccentric old woman who"
1859,tt0082427,Thé Fúnhớúsé,,1981,\N,96,13250.0,False,"  The Thé Fúnhớúsé is a 1981 comedy film directed by John Landis. It follows the story of a group of friends who decide to take a road trip to the small town of Ferris, Louisiana. Along the way, they encounter a variety of strange and hilarious characters, including an eccentric old man, a mysterious woman, and a talking dog. As they explore the town, they discover that it is home to some unusual secrets and mysteries. The group soon finds themselves in over their heads as they try to unravel the mystery behind Ferris and its inhabitants. With plenty of laughs along"
1861,tt0082436,The Grilling,Garde à vue,1981,\N,87,4613.0,True,"  The Grilling is a 1981 comedy film directed by Bob Clark. It follows the story of a young couple, Jack and Mary, who are trying to make it in the big city. They move into an apartment complex and quickly find themselves in over their heads with the eccentric tenants. When Jack gets a job as a cook at a local restaurant, he finds himself in the middle of a feud between two rival gangs. With the help of his new friends, Jack must find a way to keep the peace and save his job. Along the way, he learns valuable lessons about friendship and loyalty. As Jack navigates his way through this"
1866,tt0082511,Hell Night,Hell Night,1981,\N,101,7238.0,False,"  Hell Night is a 1981 horror film directed by Tom DeSimone. It follows four college students who are dared to spend the night in Garth Manor, an abandoned mansion with a dark and sinister past. The students soon discover that the house is haunted by the ghost of Madeline, a young girl who was brutally murdered there many years ago. As the night progresses, they are terrorized by a variety of supernatural forces, including an evil spirit that takes possession of one of them. As they fight for their lives, they must also confront their own inner demons and fears in order to survive the night. With its intense atmosphere and"
1869,tt0082640,Lády Cháttérléy's Lớvér,,1981,\N,104,2727.0,False,"  The 1981 film Lady Chatterley's Lover tells the story of Constance Chatterley, a young woman who is married to an aristocrat, Sir Clifford Chatterley. After being injured in World War I, Clifford is left paralyzed and unable to have a physical relationship with his wife. Constance begins to feel neglected and unfulfilled in her marriage and soon finds solace in the arms of Oliver Mellors, the gamekeeper on her husband's estate. Despite their social differences, the two fall deeply in love and embark on a passionate affair. As their relationship progresses, Constance must decide between staying with her husband"
1878,tt0082744,Midnight,Midnight,1982,\N,94,1019.0,False,"  The Midnight is a 1982 horror movie about a group of college students who are on a road trip to the countryside. They decide to take a detour and end up at an old abandoned mansion. As they explore the mansion, they discover that it is haunted by an evil spirit. The spirit begins to haunt them and they must find a way to escape before it's too late. Along the way, they encounter strange creatures and terrifying events that make them question their sanity. As the night progresses, the students must face their fears and confront the evil spirit in order to survive. In the end, they must rely on each other and"
1891,tt0082958,The Pursuit of D.B. Cooper,,1981,\N,100,1174.0,False,"  The Pursuit of D.B. Cooper is a 1981 crime drama film directed by Roger Spottiswoode. The film follows the story of an FBI agent, played by Treat Williams, who is tasked with tracking down the mysterious criminal known as D.B. Cooper. After hijacking a plane and parachuting out with $200,000 in ransom money, Cooper has become a folk hero and the FBI is determined to bring him to justice. As Agent Zack Grant follows leads and investigates clues, he discovers that Cooper may be closer than he thought. With time running out and the pressure mounting, Grant must race against the"
1893,tt0083006,Rớllớvér,,1981,\N,116,1222.0,False,"  The Rollover is a 1981 drama film directed by Alan J. Pakula. It stars Jane Fonda as a successful businesswoman who finds herself in the middle of a financial scandal. She discovers that her company has been involved in illegal activities and must decide whether to stay and fight or flee with her money. The film follows her journey as she navigates the complex world of corporate finance and politics, while trying to protect her own interests. Along the way, she meets a variety of characters, including an ambitious young lawyer, a shady businessman, and an old flame. As the stakes get higher, she must decide how far she"
1899,tt0083190,Thief,Thief,1981,\N,123,,True,"  The Thief from 1981 is a classic crime drama about a professional thief, Frank, who is hired to steal a priceless diamond necklace. He teams up with an old friend, Jessie, to pull off the heist. However, things quickly go wrong when they are double-crossed by their employer and the police are hot on their trail. With the law closing in, Frank and Jessie must use all of their skills and cunning to stay one step ahead of the authorities. Along the way they encounter a variety of colorful characters including a corrupt cop and a mysterious femme fatale. As they race against time to complete their mission,"
1913,tt0083590,The Atomic Cafe,The Atomic Cafe,1982,\N,86,4078.0,True,"  The Atomic Cafe is a 1982 documentary film that explores the history of the atomic age in America. It follows the development of nuclear weapons from the 1940s to the 1980s, and examines how the government used propaganda to shape public opinion about atomic energy. The film features archival footage from newsreels, educational films, and military training films, as well as interviews with scientists, politicians, and citizens. It paints a vivid picture of life during the Cold War era and shows how fear of nuclear war shaped American culture. The film also looks at how atomic energy was used for peaceful purposes such as powering cities and providing electricity to rural"
1937,tt0084237,The Last Unicorn,,1982,\N,92,25827.0,True,"  The Last Unicorn is a 1982 animated fantasy film about a unicorn who discovers she is the last of her kind. After learning this, she embarks on a journey to find out what happened to the other unicorns. Along the way, she meets a bumbling magician named Schmendrick and an indomitable butterfly-winged creature called Molly Grue. Together, they travel through magical lands and face off against the evil King Haggard and his Red Bull minions. Along the way, they discover that the unicorns have been captured by an evil witch named Mommy Fortuna and are being held captive in her"
1942,tt0084357,Thé Living Déád Girl,La morte vivante,1982,\N,86,2130.0,False,"  The Living Dead Girl (1982) is a horror film about a young woman named Catherine Valmont who is accidentally brought back to life by a scientist. After being buried for two years, she is now a living corpse with an insatiable hunger for human flesh. She begins to terrorize the small French village where she was buried, killing and eating anyone who gets in her way. As the villagers try to figure out how to stop her, they discover that she can only be killed by destroying her heart. With the help of a local priest, they devise a plan to lure Catherine into a trap and destroy her heart once and"
1949,tt0084477,Partners,Partners,1982,\N,93,1304.0,False,"  The Partners is a 1982 comedy film starring Ryan O'Neal and John Hurt. The story follows two con men, Jack (O'Neal) and Harry (Hurt), who team up to pull off a major scam. Jack is a smooth-talking con artist who has been in the game for years, while Harry is an uptight accountant who has never done anything illegal before. Together, they devise a plan to swindle an unsuspecting millionaire out of his fortune. With the help of their female accomplice, they set out to execute their scheme. Along the way, they must contend with various obstacles and adversaries as they attempt"
1979,tt0084934,Yol,,1982,\N,114,13274.0,True,"  Yol is a 1982 Turkish drama film directed by Yılmaz Güney and Serif Gören. The film follows the story of five prisoners who are given a week's leave from prison to visit their families. During their journey, they experience the harsh realities of life outside prison walls and come to terms with their own personal struggles.  The main character, Yilmaz, is a political prisoner who has been in jail for seven years. He is determined to make the most of his week-long furlough and reunite with his family. Along the way, he meets four other prisoners who"
1984,tt0085244,The Big Chill,,1983,\N,105,35691.0,True,"  The Big Chill is a 1983 American comedy-drama film directed by Lawrence Kasdan. It follows a group of seven college friends who reunite after 15 years for the funeral of their friend Alex, who committed suicide. The friends, now in their thirties, are forced to confront the issues that drove them apart. They spend the weekend together at Alex's house, where they reminisce about their past and try to make sense of their present lives. As they reconnect with each other and share stories from the past, they come to terms with the changes that have taken place in their lives and relationships. Through this process,"
1986,tt0085276,Breathless,Breathless,1983,\N,100,9111.0,False,"  Breathless is a 1983 French drama film directed by Jean-Luc Godard. The story follows Michel Poiccard, a young criminal on the run from the police after stealing a car and killing a policeman. He meets Patricia Franchini, an American student living in Paris, and they quickly fall in love. As Michel continues to evade the police, he and Patricia embark on a passionate affair that leads them to explore their own desires and fears. Along the way, they must confront their own mortality as they come to terms with the consequences of Michel's actions. As their relationship deepens, they must decide whether to stay together"
1997,tt0085461,The Dresser,The Dresser,1983,\N,118,,True,"  The Dresser is a 1983 British drama film directed by Peter Yates. It stars Albert Finney and Tom Courtenay as an aging actor and his dresser, respectively. The two men have a long-standing relationship that is tested when the actor is forced to perform in a production of King Lear despite his deteriorating health. The dresser must help him through the performance, while also dealing with the backstage politics of the theater. As the play progresses, their relationship deepens and they come to rely on each other more than ever before. The film follows their journey as they struggle to make it through the performance and ultimately come to"
2001,tt0085518,Faces of Death II,Faces of Death II,1981,\N,85,1911.0,False,"  Faces of Death II is a 1981 horror film that follows the story of Dr. Francis B. Gross, a pathologist who is obsessed with death and the macabre. He travels around the world to explore various aspects of death, from executions to natural disasters. Along the way, he meets a variety of people who share their own experiences with death and its aftermath. As he continues his journey, Dr. Gross discovers that death can take many forms and can be both beautiful and terrifying. He also learns that death is an inevitable part of life and must be accepted in order to move on. The film culminates in a powerful"
2022,tt0086011,A Night in Heaven,,1983,\N,83,1324.0,False,"  A Night in Heaven is a 1983 romantic drama film directed by John G. Avildsen and starring Christopher Atkins and Lesley Ann Warren. The story follows Rick Monroe, a college professor who takes a summer job as a lifeguard at a local swimming pool. While there, he meets Faye Hanlon, an attractive and mysterious woman who is also working at the pool. As their friendship develops, they find themselves drawn to each other and eventually fall in love. However, their relationship is complicated by the fact that Faye is married to an abusive husband. Despite this obstacle, Rick and Faye continue to explore their feelings for"
2027,tt0086087,Pauline at the Beach,Pauline à la plage,1983,\N,95,8826.0,True,"  Pauline at the Beach is a 1983 French romantic comedy film directed by Eric Rohmer. The film follows the story of two teenage girls, Pauline and her cousin Marion, who are spending their summer vacation in a small seaside town in Brittany. Pauline is determined to find love while Marion is more interested in having fun. They meet up with two young men, Pierre and Henri, who are also on holiday. Pierre and Henri become infatuated with the girls and try to win their affections. Meanwhile, Pauline's aunt and uncle are dealing with their own romantic issues as they struggle to keep their marriage alive."
2028,tt0086102,Phar Lap,,1983,\N,107,1733.0,True,"  The 1983 movie Phar Lap tells the story of a racehorse from New Zealand who rises to fame in Australia. The film follows the horse's journey from his humble beginnings as a young colt, to becoming one of the most successful racehorses in history. Along the way, Phar Lap faces many obstacles, including a mysterious illness that threatens to end his career. Despite these challenges, he continues to win races and capture the hearts of people around the world. As his fame grows, so does the pressure on him to perform at his best. With the help of his trainer and jockey, Phar Lap is able to overcome all"
2089,tt0087414,The Hit,,1984,\N,98,8120.0,True,"  The Hit is a 1984 British crime drama film directed by Stephen Frears. It stars Terence Stamp, John Hurt, Tim Roth and Laura del Sol. The story follows Willie Parker, a former gangster who is forced to return to London after 10 years in exile in Spain. He is tracked down by two hitmen, Braddock and Myron, who have been hired by his former boss to bring him back to London for a final job. Willie reluctantly agrees and embarks on a journey of revenge and redemption as he attempts to outwit the hitmen and escape with his life. Along the way he meets an old flame"
2102,tt0087746,Mớrtúáry,Mortuary,1983,\N,93,2187.0,False,"  The Mớrtúáry is a 1983 drama film directed by Andrzej Żuławski. It tells the story of a young man, Witek, who is sent to a small village in rural Poland to take care of his uncle's estate. Upon arriving, he discovers that his uncle has recently died and the villagers are suspicious of him. He soon finds himself caught up in a web of secrets and lies as he attempts to uncover the truth about his uncle's death. As he delves deeper into the mystery, Witek discovers that his uncle was involved in some shady dealings"
2103,tt0087759,Murder-Rock: Dancing Death,Murderock - Uccide a passo di danza,1984,\N,93,1745.0,False,"  Murder-Rock: Dancing Death is a 1984 horror film directed by Lucio Fulci. The film follows a group of young dancers who are invited to compete in a prestigious dance competition. Little do they know, the competition is actually a cover for a sinister plot to use the dancers as sacrifices in an ancient ritual. As the competition progresses, the dancers begin to realize that something sinister is going on and must fight for their lives against an evil force that wants them dead. With time running out, they must find a way to escape before it's too late. Along the way, they discover secrets about their pasts and uncover"
2119,tt0088146,A Soldier's Story,,1984,\N,101,,True,"  The movie A Soldier's Story is set in 1944, during the height of World War II. It follows the story of an African-American soldier, Sergeant Waters, who is sent to investigate the murder of a fellow black soldier at a segregated military base in Louisiana. As he investigates, he discovers that racism and prejudice are rampant among the white officers and enlisted men. He also finds out that the victim was involved in a secret affair with a white woman. Through his investigation, Sergeant Waters uncovers a complex web of secrets and lies that ultimately leads to the truth behind the murder. Along the way, he must confront his own"
